SEQ;LONG;LAT;LOCAL_ED;LOCALIZACA;REFERENCIA;DATA;MES;H_INICIO;H_FIM;DURACAO;DUR_H
869.000000;-46.526176;-23.548047;AV ARICANDUVA;AV ARICANDUVA;R MANILHA-ITAQUERAMARGINAL - EXPRESSA-AF;04/07/2019;7.000000;13:28:00;14:53:00;01:25:00;1.42
870.000000;-46.642490;-23.536600;AV RIO BRANCO;AV RIO BRANCO REPUBLICA;AV DUQ DE CAXIAS-BAIRROCENTRO-SE;04/07/2019;7.000000;14:55:00;15:06:00;00:11:00;0.18
871.000000;-46.633120;-23.535380;AV SEN QUEIROS;AV SEN QUEIROS REPUBLICA;R FLORENCIO DE ABREU-BAIRROCENTRO - DIREITA-SE;04/07/2019;7.000000;15:01:00;15:05:00;00:04:00;0.07
872.000000;-46.704810;-23.660410;R JOAO ALFREDO;R JOAO ALFREDO SANTO AMARO;PC DOM FRANCISCO DE SOUZA -BAIRROCENTRO-SA;04/07/2019;7.000000;15:07:00;15:35:00;00:28:00;0.47
873.000000;-46.577762;-23.552025;AV SALIM FARAH MALUF;AV SALIM FARAH MALUF;R SERRA NEGRA-MARGINAL/V PRUDENTE - EXPRESSA-MO;04/07/2019;7.000000;15:18:00;22:50:00;07:32:00;7.53
874.000000;-46.518090;-23.553470;AV ARICANDUVA;AV ARICANDUVA;AV MENDONCA DRUMOND-ITAQUERAMARGINAL - EXPRESSA-AF;04/07/2019;7.000000;15:19:00;16:00:00;00:41:00;0.68
875.000000;-46.576780;-23.555390;AV SALIM FARAH MALUF;AV SALIM FARAH MALUF AGUA RASA;AV REG FEIJO-MARGINALV PRUDENTE - LOCAL-MO;04/07/2019;7.000000;15:43:00;22:50:00;07:07:00;7.12
876.000000;-46.632313;-23.541833;R VINTE E CINCO DE MARCO;R VINTE E CINCO DE MARCO;ALTURA DO NUMERO 595-UNICO-SE;04/07/2019;7.000000;16:13:00;16:28:00;00:15:00;0.25
877.000000;-46.631060;-23.547890;R VINTE E CINCO DE MARCO;R VINTE E CINCO DE MARCO;ALTURA DO NUMERO 205-UNICO-SE;04/07/2019;7.000000;16:17:00;16:26:00;00:09:00;0.15
878.000000;-46.627042;-23.543123;AV MERCURIO;AV MERCURIO;PC S VITO-AMBOS-SE;04/07/2019;7.000000;17:22:00;19:36:00;02:14:00;2.23
879.000000;-46.457200;-23.528865;AV JACU PESSEGO;AV JACU PESSEGO N TRABALHADORES (IGUATEMI);R MONTANHAS - MAUA/A SENNA;04/07/2019;7.000000;17:58:00;21:42:00;03:44:00;3.73
880.000000;-46.598306;-23.529532;AV GUILHERME COTCHING;AV GUILHERME COTCHING;R JUVENAL GOMES COIMBRA, 1851 - CENTRO/BAIRRO;04/07/2019;7.000000;19:52:00;00:39:00;23/01/1900 04:47:00;4.78
881.000000;-46.600009;-23.530494;AV GUILHERME COTCHING;AV GUILHERME COTCHING;ALTURA DO N├ÜMERO 17 - CENTRO/BAIRRO;04/07/2019;7.000000;20:23:00;20:49:00;00:26:00;0.43
882.000000;-46.669230;-23.515480;AV PRES CASTELO BRANCO;AV PRES CASTELO BRANCO (BARRA FUNDA);PTE DAS BANDEIRAS SEN ROMEU TUMA - CASTELO B / A SENNA - CENTRAL;04/07/2019;7.000000;22:19:00;22:53:00;00:34:00;0.57
883.000000;-46.627042;-23.543123;AV MERCURIO;AV MERCURIO;PC S VITO-UNICO-SE;04/07/2019;7.000000;23:41:00;08:09:00;23/01/1900 08:28:00;8.47
884.000000;-46.669230;-23.515480;AV PRES CASTELO BRANCO;AV PRES CASTELO BRANCO;PTE DAS BANDEIRAS SEN ROMEU TUMA - CASTELO B / A SENNA - CENTRAL;04/07/2019;7.000000;23:48:00;12:21:00;23/01/1900 12:33:00;12.55
885.000000;-46.669230;-23.515480;AV PRES CASTELO BRANCO;AV PRES CASTELO BRANCO;PTE DAS BANDEIRAS SEN ROMEU TUMA - CASTELO B / A SENNA - LOCAL;04/07/2019;7.000000;23:48:00;12:21:00;23/01/1900 12:33:00;12.55
886.000000;-46.457200;-23.528865;AV JACU PESSEGO;AV JACU PESSEGO N TRABALHADORES;R MONTANHAS - MAUA/A SENNA - ├ÜNICA;04/07/2019;7.000000;23:52:00;00:40:00;23/01/1900 00:48:00;0.80
887.000000;-46.630120;-23.519022;MARGINAL TIETE;MARGINAL TIETE;PTE DAS BANDEIRAS SEN ROMEU TUMA - A SENNA/CASTELO B - EXP;05/07/2019;7.000000;00:03:00;08:42:00;08:39:00;8.65
888.000000;-46.630120;-23.519022;MARGINAL TIETE;MARGINAL TIETE;PTE DAS BANDEIRAS SEN ROMEU TUMA - AS/CB - CENTRAL;05/07/2019;7.000000;00:08:00;10:51:00;10:43:00;10.72
889.000000;-46.690269;-23.587799;AV DAS NACOES UNIDAS;AV DAS NACOES UNIDAS;R OLIVIA FEDER-CASTELOINTERLAGOS - LOCAL-PI;05/07/2019;7.000000;01:42:00;15:37:00;13:55:00;13.92
890.000000;-46.745010;-23.528130;AV CARD SANTIAGO LUIZ COPELLO;AV CARD SANTIAGO LUIZ COPELLO;VD MIGUEL MOFARREJ-AMBOS-LA;05/07/2019;7.000000;01:43:00;11:51:00;10:08:00;10.13
891.000000;-46.630120;-23.519022;MARGINAL TIETE;MARGINAL TIETE;PTE DAS BANDEIRAS SEN ROMEU TUMA - CB/AS - EXP;05/07/2019;7.000000;03:17:00;08:32:00;05:15:00;5.25
892.000000;-46.746190;-23.526980;AV ENG ROBERTO ZUCCOLO;AV ENG ROBERTO ZUCCOLO;R PDE EMILIO MIOTTI-AMBOS-LA;05/07/2019;7.000000;04:14:00;12:09:00;07:55:00;7.92
893.000000;-46.701142;-23.618062;MARGINAL PINHEIROS;MARGINAL PINHEIROS;PTE DO MORUMBI CAIO POMPEU DE TOLEDO - CB/INT - EXP;05/07/2019;7.000000;05:28:00;11:23:00;05:55:00;5.92
894.000000;-46.655620;-23.519690;R DOS AMERICANOS;R DOS AMERICANOS;R BRA DE PORTO CARREIRO-UNICO-SE;05/07/2019;7.000000;05:41:00;10:31:00;04:50:00;4.83
895.000000;-46.654280;-23.520750;R SOLIMOES;R SOLIMOES;R CRUZEIRO-AMBOS-SE;05/07/2019;7.000000;05:41:00;10:30:00;04:49:00;4.82
896.000000;-46.726630;-23.514120;AV OTAVIANO ALVES DE LIMA;AV OTAVIANO ALVES DE LIMA;PTE ATTILIO FONTANA-ASCB - LOCAL-LA;05/07/2019;7.000000;06:06:00;11:19:00;05:13:00;5.22
897.000000;-46.741280;-23.522890;AV ENG ROBERTO ZUCCOLO;AV ENG ROBERTO ZUCCOLO;AV DR GASTAO VIDIGAL-AMBOS-LA;05/07/2019;7.000000;06:28:00;12:10:00;05:42:00;5.70
898.000000;-46.630120;-23.519022;MARGINAL TIETE;MARGINAL TIETE;PTE DAS BANDEIRAS SEN ROMEU TUMA - AS/CB - CENTRAL;05/07/2019;7.000000;06:52:00;12:11:00;05:19:00;5.32
899.000000;-46.674579;-23.562800;R ESTADOS UNIDOS;R ESTADOS UNIDOS;AL GABRIEL MONTEIRO DA SILVA-UNICO-PI;05/07/2019;7.000000;07:09:00;07:11:00;00:02:00;0.03
900.000000;-46.655594;-23.520786;R DOS AMERICANOS;R DOS AMERICANOS;R SOLIMOES-AMBOS-SE;05/07/2019;7.000000;07:11:00;10:30:00;03:19:00;3.32
901.000000;-46.704846;-23.572483;AV VITAL BRASIL;AV VITAL BRASIL;PC JORGE DE LIMA-BAIRROCENTRO-BT;05/07/2019;7.000000;07:28:00;07:32:00;00:04:00;0.07
902.000000;-46.738500;-23.549550;AV TORRES DE OLIVEIRA;AV TORRES DE OLIVEIRA JAGUARE;AV JAGUARE-UNICO-LA;05/07/2019;7.000000;07:47:00;13:57:00;06:10:00;6.17
903.000000;-46.627042;-23.543123;AV MERCURIO;AV MERCURIO;PC S VITO-BAIRROCENTRO-SE;05/07/2019;7.000000;07:51:00;08:09:00;00:18:00;0.30
904.000000;-46.669020;-23.566560;R ESTADOS UNIDOS;R ESTADOS UNIDOS;R AUGUSTA-UNICO-PI;05/07/2019;7.000000;07:53:00;10:25:00;02:32:00;2.53
905.000000;-46.667750;-23.574250;AV NOVE DE JULHO;AV NOVE DE JULHO;ALTURA DO NUMERO 4254-CENTROBAIRRO-PI;05/07/2019;7.000000;07:55:00;13:56:00;06:01:00;6.02
906.000000;-46.677160;-23.579660;AV NOVE DE JULHO;AV NOVE DE JULHO;R ALEMANHA-CENTROBAIRRO-PI;05/07/2019;7.000000;08:02:00;13:56:00;05:54:00;5.90
907.000000;-46.680232;-23.577303;R TURQUIA;R TURQUIA;AV EUROPA-BAIRROCENTRO-PI;05/07/2019;7.000000;08:09:00;12:53:00;04:44:00;4.73
908.000000;-46.673210;-23.570570;R COLOMBIA;R COLOMBIA;R PERU-BAIRROCENTRO-PI;05/07/2019;7.000000;08:18:00;13:57:00;05:39:00;5.65
909.000000;-46.670870;-23.565070;R ESTADOS UNIDOS;R ESTADOS UNIDOS;R COLOMBIA  R BELA CINTRA-UNICO-PI;05/07/2019;7.000000;08:34:00;13:55:00;05:21:00;5.35
910.000000;-46.693082;-23.520799;R EMILIO GOELDI;R EMILIO GOELDI;ALTURA DO NUMERO 182-BAIRROCENTRO-LA;05/07/2019;7.000000;09:11:00;12:11:00;03:00:00;3.00
911.000000;-46.577164;-23.552376;AV SALIM FARAH MALUF;AV SALIM FARAH MALUF;R DEMETRIO RIBEIRO-MARGINALV PRUDENTE-MO;05/07/2019;7.000000;12:24:00;16:00:00;03:36:00;3.60
912.000000;-46.641998;-23.529929;R ANHAIA;R ANHAIA;R SILVA PINTO ├ÜNICO;01/09/2019;9.000000;00:28:00;01:12:00;00:44:00;0.73
913.000000;-46.653970;-23.516721;MARGINAL TIETE;MARGINAL TIETE ASCB EXPRESSA (CASA VERDE);PTE DA CASA VERDE-JORN.WALTER ABRAHAO A SENNA/CASTELO B - EXPRESSA;01/09/2019;9.000000;14:01:00;17:47:00;03:46:00;3.77
914.000000;-46.641670;-23.537910;AV RIO BRANCO;AV. RIO BRANCO;ALTURA DO N├ÜMERO 633 ├ÜNICO;01/09/2019;9.000000;14:24:00;00:10:00;09:46:00;9.77
915.000000;-46.624333;-23.528693;AV CRUZEIRO DO SUL;AV. CRUZEIRO DO SUL;ALTURA DO N├ÜMERO 400 IPIRANGA/SANTANA;01/09/2019;9.000000;19:05:00;00:10:00;05:05:00;5.08
916.000000;-46.690269;-23.587799;AV DAS NACOES UNIDAS;AV. DAS NACOES UNIDAS (ALTO DE PINHEIROS);R OLIVIA FEDER INTERLAGOS/CASTELO - LOCAL;02/09/2019;9.000000;04:26:00;07:34:00;03:08:00;3.13
917.000000;-46.638806;-23.549408;PC DA BANDEIRA;PC. DA. BANDEIRA;AV VINTE E TRES DE MAIO CENTRO/BAIRRO - N├âO INFORMADA;02/09/2019;9.000000;04:35:00;05:20:00;00:45:00;0.75
918.000000;-46.656320;-23.522020;R JAMES HOLLAND;R. JAMES HOLLAND;R PDE. LUIS ALVES DE SIQUEIRA ├ÜNICO;02/09/2019;9.000000;05:05:00;05:45:00;00:40:00;0.67
919.000000;-46.627042;-23.543123;AV MERCURIO;AV. MERCURIO (SE);PC S VITO ├ÜNICO ESQUERDA;02/09/2019;9.000000;06:15:00;06:59:00;00:44:00;0.73
920.000000;-46.627042;-23.543123;AV MERCURIO;AV. MERCURIO;PC S VITO ├ÜNICO ESQUERDA;02/09/2019;9.000000;06:27:00;06:42:00;00:15:00;0.25
921.000000;-46.577120;-23.551870;AV SALIM FARAH MALUF;AV. SALIM FARAH MALUF;R DEMETRIO RIBEIRO V.PRUDENTE/MARGINAL;03/09/2019;9.000000;18:56:00;19:02:00;00:06:00;0.10
922.000000;-46.636328;-23.550116;R SEN FEIJO;R. SEN. FEIJO;ALTURA DO N├ÜMERO 177 ├ÜNICO;05/09/2019;9.000000;11:24:00;12:13:00;00:49:00;0.82
923.000000;-46.378613;-23.480606;AV DAS PONTES;AV. DAS PONTES;R DAN├çAS HUNGARAS AMBOS;17/10/2019;10.000000;17:15:00;18:40:00;01:25:00;1.42
924.000000;-46.381185;-23.479666;R CAPACHOS;R. CAPACHOS;R ANDR├ë DE GUIMAR├âES AMBOS;17/10/2019;10.000000;17:15:00;18:40:00;01:25:00;1.42
925.000000;-46.691685;-23.684293;R MIGUEL YUNES;R. MIGUEL YUNES;AV INTERLAGOS INTERLAGOS/MARGINAL;28/10/2019;10.000000;04:05:00;10:08:00;06:03:00;6.05
926.000000;-46.613493;-23.552991;AV ALCANTARA MACHADO;AV. ALCANTARA MACHADO;R ANDRE DE LEAO CENTRO/BAIRRO;28/10/2019;10.000000;07:29:00;09:26:00;01:57:00;1.95
927.000000;-46.611555;-23.540030;AV CELSO GARCIA;AV. CELSO GARCIA;R JOSE DE ALENCAR CENTRO/BAIRRO;28/10/2019;10.000000;07:36:00;11:02:00;03:26:00;3.43
928.000000;-46.746517;-23.605517;AV DR GUILHERME DUMONT VILARES;AV. DR GUILHERME DUMONT VILARES;AV PROF FRANCISCO MORATO MORATO/CPO LIMPO;28/10/2019;10.000000;08:09:00;08:42:00;00:33:00;0.55
929.000000;-46.600089;-23.530723;AV GUILHERME COTCHING;AV. GUILHERME COTCHING;ALTURA DO N├ÜMERO 16 ├ÜNICO;28/10/2019;10.000000;08:25:00;10:08:00;01:43:00;1.72
930.000000;-46.677964;-23.564218;AV REBOUCAS;AV. REBOUCAS;R HENRIQUE SCHAUMANN - C/B;05/11/2019;11.000000;17:57:00;19:10:00;01:13:00;1.22
931.000000;-46.682273;-23.526397;AV POMPEIA;AV. POMPEIA;R PALESTRA ITALIA - AMBOS;05/11/2019;11.000000;18:01:00;18:37:00;00:36:00;0.60
932.000000;-46.684443;-23.502783;AV ANTONIO MUNHOZ BONILHA;AV. ANTONIO MUNHOZ BONILHA;ALTURA DO N├ÜMERO 130 CENTRO/BAIRRO;05/11/2019;11.000000;18:03:00;18:32:00;00:30:00;0.50
933.000000;-46.675094;-23.519647;PC PASCOAL MARTINS;PC. PASCOAL MARTINS;R ADALBERTO KEMENY - AMBOS;05/11/2019;11.000000;18:03:00;18:50:00;00:47:00;0.78
934.000000;-46.724337;-23.586651;AV PROF FRANCISCO MORATO;AV. PROF FRANCISCO MORATO;AV JORGE JOAO SAAD - CENTRO/BAIRRO;05/11/2019;11.000000;18:04:00;19:00:00;00:56:00;0.93
935.000000;-46.674140;-23.519510;PC PASCOAL MARTINS;PC. PASCOAL MARTINS;AV MARQ DE SAO VICENTE - AMBOS;05/11/2019;11.000000;18:04:00;19:00:00;00:56:00;0.93
936.000000;-46.587096;-23.543261;AV ALCANTARA MACHADO;AV. ALCANTARA MACHADO;AV ALVARO RAMOS - C/B;05/11/2019;11.000000;18:08:00;19:25:00;01:17:00;1.28
937.000000;-46.710538;-23.579480;AV PROF FRANCISCO MORATO;AV. PROF FRANCISCO MORATO (BUTANTA);PC PAULA MOREIRA - CENTRO/BAIRRO;05/11/2019;11.000000;18:09:00;19:15:00;01:06:00;1.10
938.000000;-46.684077;-23.526943;R BR DO BANANAL;R. BR DO BANANAL (PERDIZES);R VENANCIO AIRES - AMBOS;05/11/2019;11.000000;18:09:00;18:50:00;00:41:00;0.68
939.000000;-46.629470;-23.540356;AV MERCURIO;AV. MERCURIO (SE);R DA CANTAREIRA BAIRRO/CENTRO;05/11/2019;11.000000;18:12:00;19:05:00;00:53:00;0.88
940.000000;-46.593349;-23.544436;AV ALCANTARA MACHADO;AV. ALCANTARA MACHADO (BELEM);VD GUADALAJARA / R SILVA JARDIM - C/B;05/11/2019;11.000000;18:13:00;19:10:00;00:57:00;0.95
941.000000;-46.614768;-23.541812;AV RANGEL PESTANA;AV. RANGEL PESTANA (BRAS);R GOMES CARDIM - C/B;05/11/2019;11.000000;18:15:00;18:54:00;00:39:00;0.65
942.000000;-46.669230;-23.515480;AV PRES CASTELO BRANCO;AV. PRES. CASTELO BRANCO;PTE DAS BANDEIRAS SEN ROMEU TUMA - CASTELO B/A SENNA - LOCAL;05/11/2019;11.000000;18:17:00;18:53:00;00:36:00;0.60
943.000000;-46.537290;-23.532750;AV CD DE FRONTIN;AV. CD DE FRONTIN (CARRAO);VD DONA MATILDE - B/C;05/11/2019;11.000000;18:19:00;19:05:00;00:46:00;0.77
944.000000;-46.693854;-23.681564;AV DAS NACOES UNIDAS;AV. DAS. NACOES UNIDAS;R JAIME DE OLIVEIRA SOUZA - INTERLAGOS/CASTELO;05/11/2019;11.000000;18:19:00;18:50:00;00:31:00;0.52
945.000000;-46.630120;-23.519022;MARGINAL TIETE;MARGINAL TIETE ASCB CENTRAL (CASA VERDE);PTE DAS BANDEIRAS SEN ROMEU TUMA - A SENNA/CASTELO B-LOCAL;05/11/2019;11.000000;18:20:00;19:00:00;00:40:00;0.67
946.000000;-46.638806;-23.549408;AV VINTE E TRES DE MAIO;AV. VINTE E TRES DE MAIO (LIBERDADE);PC DA BANDEIRA SANTANA/AEROPORTO;05/11/2019;11.000000;18:23:00;18:43:00;00:20:00;0.33
947.000000;-46.747265;-23.507707;AV ELISIO CORDEIRO DE SIQUEIRA;AV. ELISIO CORDEIRO DE SIQUEIRA;AV CANDIDO PORTINARI - AMBOS;05/11/2019;11.000000;18:24:00;18:55:00;00:31:00;0.52
948.000000;-46.693734;-23.591748;AV MAGALHAES DE CASTRO;AV. MAGALHAES DE CASTRO;PTE ENG ARY TORRES / CASTELO/INTERLAGOS - LOCAL;05/11/2019;11.000000;18:27:00;18:21:00;23/01/1900 23:54:00;23.90
949.000000;-46.630120;-23.519022;MARGINAL TIETE;MARGINAL TIETE ASCB CENTRAL (CASA VERDE);PTE DAS BANDEIRAS SEN ROMEU TUMA - A SENNA/CASTELO B- CENTRAL;05/11/2019;11.000000;18:28:00;18:55:00;00:27:00;0.45
950.000000;-46.739677;-23.668525;AV LUIZ GUSHIKEN;AV. LUIZ GUSHIKEN;ALTURA DO N├ÜMERO 55 - C/B;05/11/2019;11.000000;18:30:00;19:33:00;01:03:00;1.05
951.000000;-46.654750;-23.527904;R CAPISTRANO DE ABREU;R. CAPISTRANO DE ABREU;R CONSELHEIRO BROTERO - AMBOS;05/11/2019;11.000000;18:30:00;19:46:00;01:16:00;1.27
952.000000;-46.620530;-23.592630;AV DR RICARDO JAFET;AV. DR. RICARDO JAFET;R VERGUEIRO - SANTOS/SP;05/11/2019;11.000000;18:32:00;19:50:00;01:18:00;1.30
953.000000;-46.613863;-23.541265;AV RANGEL PESTANA;AV. RANGEL PESTANA (BRAS);R BRIG MACHADO - C/B;05/11/2019;11.000000;18:35:00;18:55:00;00:20:00;0.33
954.000000;-46.572179;-23.582701;AV PROF LUIZ IGNACIO ANHAIA MELLO;AV. PROF LUIZ IGNACIO ANHAIA MELLO (SAO LUCAS);AV SALIM FARAH MALUF - AMBOS;05/11/2019;11.000000;18:39:00;19:10:00;00:31:00;0.52
955.000000;-46.628168;-23.610866;AV PROF ABRAAO DE MORAIS;AV. PROF ABRAAO DE MORAIS (CURSINO);R IBIRAREMA - AMBOS;05/11/2019;11.000000;18:41:00;19:19:00;00:38:00;0.63
956.000000;-46.684077;-23.526943;R BR DO BANANAL;R. BR. DO. BANANAL;R VENANCIO AIRES - ├ÜNICO;05/11/2019;11.000000;18:43:00;18:30:00;23/01/1900 23:47:00;23.78
957.000000;-46.627199;-23.615850;AV PROF ABRAAO DE MORAIS;AV. PROF ABRAAO DE MORAIS (CURSINO);R GAL CHAGAS SANTOS - AMBOS;05/11/2019;11.000000;18:44:00;19:30:00;00:46:00;0.77
958.000000;-46.531070;-23.544100;R TUMUCUMAQUE;R. TUMUCUMAQUE (CARRAO);AV ARICANDUVA - C/B;05/11/2019;11.000000;18:45:00;19:30:00;00:45:00;0.75
959.000000;-46.729981;-23.645408;AV ELLIS MAAS;AV. ELLIS MAAS (CAPAO REDONDO);AV COMEN SANT'ANNA - AMBOS;05/11/2019;11.000000;19:09:00;23:02:00;03:53:00;3.88
960.000000;-46.607634;-23.568233;R PRES BATISTA PEREIRA;R. PRES. BATISTA PEREIRA;R PRES COSTA PINTO - C/B;05/11/2019;11.000000;19:12:00;20:30:00;01:18:00;1.30
961.000000;-46.641682;-23.537535;AV RIO BRANCO;AV. RIO BRANCO (REPUBLICA);R GAL OSORIO - B/C;05/11/2019;11.000000;19:27:00;03:00:00;08:16:00;8.27
962.000000;-46.627615;-23.612710;AV PROF ABRAAO DE MORAIS;AV. PROF ABRAAO DE MORAIS (CURSINO);AV BOSQUE DA SAUDE - AMBOS;05/11/2019;11.000000;19:19:00;20:00:00;00:41:00;0.68
963.000000;-46.678484;-23.620869;VD PABL AUSTREGESILO DE ATHAYDE;VD. PABL AUSTREGESILO DE ATHAYDE (CAMPO BELO);ALTURA DO N├ÜMERO 0 - C/B;05/11/2019;11.000000;19:27:00;20:00:00;00:33:00;0.55
964.000000;-46.456066;-23.535930;R PDE VIEGAS DE MENEZES;R. PDE. VIEGAS DE MENEZES;AV CAMPANELLA - C/B;05/11/2019;11.000000;19:28:00;20:10:00;00:42:00;0.70
965.000000;-46.516562;-23.556542;AV ARICANDUVA;AV. ARICANDUVA;R DORIVAL LOURENCO DA SILVA - MARGINAL/ITAQUERA;05/11/2019;11.000000;19:39:00;19:49:00;00:10:00;0.17
966.000000;-46.690269;-23.587799;AV DAS NACOES UNIDAS;AV. DAS. NACOES UNIDAS;R OLIVIA FEDER - INTERLAGOS/CASTELO - LOCAL;05/11/2019;11.000000;19:50:00;20:20:00;00:30:00;0.50
967.000000;-46.577120;-23.551870;AV SALIM FARAH MALUF;AV. SALIM FARAH MALUF;R DEMETRIO RIBEIRO - MARGINAL/V PRUDENTE - EXPRESSA;05/11/2019;11.000000;23:33:00;06:06:00;23/01/1900 06:33:00;6.55
968.000000;-46.661290;-23.522360;AV MARQ DE SAO VICENTE;AV. MARQ. DE. SAO VICENTE;R JOSE GOMES FALCAO LAPA/B FUNDA;06/11/2019;11.000000;01:16:00;02:18:00;01:02:00;1.03
969.000000;-46.450984;-23.533060;AV JOSE PINHEIRO BORGES;AV. JOSE PINHEIRO BORGES;R PROF BRITO MACHADO BAIRRO/CENTRO;06/11/2019;11.000000;01:49:00;01:56:00;00:07:00;0.12
970.000000;-46.578960;-23.547550;AV SALIM FARAH MALUF;AV. SALIM FARAH MALUF;ALTURA DO NUMERO 2001 MARGINAL/V PRUDENTE - EXPRESSA;06/11/2019;11.000000;05:10:00;06:06:00;00:56:00;0.93
971.000000;-46.558677;-23.522736;MARGINAL TIETE;MARGINAL TIETE ASCB EXPRESSA;AV EDUC PAULO FREIRE #NVAL MB A SENNA/CASTELO B - LOCAL;06/11/2019;11.000000;08:31:00;11:19:00;02:48:00;2.80
972.000000;-46.725363;-23.644720;AV DAS NACOES UNIDAS;AV. DAS. NACOES UNIDAS;PTE JOAO DIAS INTERLAGOS/CASTELO - LOCAL;06/11/2019;11.000000;10:23:00;11:48:00;01:25:00;1.42
973.000000;-46.694450;-23.578650;AV DAS NACOES UNIDAS;AV. DAS. NACOES UNIDAS;PTE DO MORUMBI CAIO POMPEU DE TOLEDO INTERLAGOS/CASTELO - EXP;06/11/2019;11.000000;10:26:00;11:53:00;01:27:00;1.45
974.000000;-46.637146;-23.547130;VD DO CHA;VD. DO. CHA;ALTURA DO NUMERO 40 PATRIARCA/R AZEVEDO;06/11/2019;11.000000;12:17:00;12:30:00;00:13:00;0.22
975.000000;-46.627762;-23.539258;R PAULA SOUSA;R. PAULA SOUSA;ALTURA DO N├ÜMERO 556 - ├ÜNICO;09/11/2019;11.000000;09:07:00;09:47:00;00:40:00;0.67
976.000000;-46.637549;-23.556087;AV VINTE E TRES DE MAIO;AV. VINTE E TRES DE MAIO (LIBERDADE);VD JACEGUAI - SANTANA/AEROPORTO;10/11/2019;11.000000;07:20:00;07:22:00;00:02:00;0.03
977.000000;-46.643630;-23.533080;AL GLETE;AL. GLETE;AL. BR DE. PIRACICABA - ├ÜNICO;12/11/2019;11.000000;13:00:00;13:07:00;00:07:00;0.12
978.000000;-46.643630;-23.533080;AL GLETE;AL. GLETE;AL. BR DE. PIRACICABA - ├ÜNICO;12/11/2019;11.000000;18:14:00;22:50:00;04:36:00;4.60
979.000000;-46.704839;-23.660375;R JOAO ALFREDO;R. JOAO ALFREDO (SANTO AMARO);AL STO AMARO - C/B;14/11/2019;11.000000;19:24:00;21:47:00;02:23:00;2.38
980.000000;-46.684443;-23.502783;AV ANTONIO MUNHOZ BONILHA;AV. ANTONIO MUNHOZ BONILHA;ALTURA DO N├ÜMERO 130 - AMBOS;14/11/2019;11.000000;19:38:00;19:43:00;00:05:00;0.08
981.000000;-46.723394;-23.428004;AV RAIMUNDO PEREIRA DE MAGALHAES;AV. RAIMUNDO PEREIRA DE MAGALHAES;ALTURA DO N├ÜMERO 13250 - C/B;14/11/2019;11.000000;19:54:00;04:10:00;23/01/1900 08:16:00;8.27
982.000000;-46.604978;-23.545290;VD BRESSER;VD. BRESSER;R BRESSER - BRAS/MOOCA;14/11/2019;11.000000;20:26:00;20:58:00;00:32:00;0.53
983.000000;-46.577416;-23.555724;AV SALIM FARAH MALUF;AV. SALIM FARAH MALUF;ALTURA DO N├ÜMERO 2001 - MARGINAL/V.PRUDENTE;14/11/2019;11.000000;21:47:00;23:02:00;01:15:00;1.25
984.000000;-46.627557;-23.549089;AV DO ESTADO;AV. DO. ESTADO;VD VINTE E CINCO DE MARCO - SANTANA/IPIRANGA;14/11/2019;11.000000;22:59:00;01:27:00;23/01/1900 02:28:00;2.47
985.000000;-46.577120;-23.551870;AV SALIM FARAH MALUF;AV. SALIM FARAH MALUF;R DEMETRIO RIBEIRO/QTA - MARGINAL/V.PRUDENTE;14/11/2019;11.000000;23:45:00;04:56:00;23/01/1900 05:11:00;5.18
986.000000;-46.577120;-23.551870;AV SALIM FARAH MALUF;AV. SALIM FARAH MALUF;R DEMETRIO RIBEIRO/QTA - MARGINAL/V.PRUDENTE;15/11/2019;11.000000;01:47:00;04:56:00;03:09:00;3.15
987.000000;-46.627042;-23.543123;AV MERCURIO;AV. MERCURIO;PC S. VITO - ├ÜNICO- ESQUERDA;15/11/2019;11.000000;05:35:00;;;0.00
988.000000;-46.701662;-23.660056;AV WASHINGTON LUIS;AV. WASHINGTON LUIS;ALTURA DO N├ÜMERO 300 - C/B;15/11/2019;11.000000;09:05:00;;;0.00
989.000000;-46.704839;-23.660375;R JOAO ALFREDO;R. JOAO ALFREDO;AL. STO. AMARO - B/C;15/11/2019;11.000000;09:26:00;;;0.00
990.000000;-46.725363;-23.644720;AV JOAO DIAS;AV. JOAO DIAS;AV DAS NACOES UNIDAS - C/B;15/11/2019;11.000000;10:02:00;;;0.00
991.000000;-46.702329;-23.617879;AV MAJ SYLVIO DE MAGALHAES PADILHA;AV. MAJ SYLVIO DE MAGALHAES PADILHA (JARDIM SAO LUIS);PTE DO MORUMBI CAIO POMPEU DE TOLEDO - CASTELO/INTERLAGOS - EXPRESSA;15/11/2019;11.000000;11:20:00;;;0.00
992.000000;-46.649880;-23.537050;AV SAO JOAO;AV. S. JOAO;AL GLETE - B/C;15/11/2019;11.000000;16:06:00;;;0.00
993.000000;-46.457200;-23.528865;AV JACU PESSEGO;AV. JACU PESSEGO N TRABALHADORES;R MONTANHAS - MAUA/A SENNA;21/11/2019;11.000000;15:37:00;17:28:00;01:51:00;1.85
994.000000;-46.699462;-23.612693;MARGINAL PINHEIROS;MARGINAL PINHEIROS CBINT (BUTANTA);PTE OCTAVIO FRIAS DE OLIVEIRA - CB/INTERLAGOS - EXP;22/11/2019;11.000000;16:11:00;18:31:00;02:20:00;2.33
