osmid,y,x,highway,street_count,elevation,ref,geometry
2832670843,-23.567385,-46.6245209,,1,761.0,,POINT (-46.6245209 -23.567385)
2832670844,-23.5651364,-46.6228505,,1,752.0,,POINT (-46.6228505 -23.5651364)
2832740797,-23.5250715,-46.6292821,,3,728.0,,POINT (-46.6292821 -23.5250715)
2856152381,-23.5551907,-46.610954,,3,742.0,,POINT (-46.610954 -23.5551907)
2931798711,-23.5273692,-46.616073,,3,736.0,,POINT (-46.616073 -23.5273692)
2931798713,-23.5271424,-46.6165312,,3,738.0,,POINT (-46.6165312 -23.5271424)
2931798714,-23.5273081,-46.6165348,,3,736.0,,POINT (-46.6165348 -23.5273081)
2934921737,-23.5231133,-46.6252412,traffic_signals,3,726.0,,POINT (-46.6252412 -23.5231133)
2934921738,-23.5240389,-46.6255101,,3,735.0,,POINT (-46.6255101 -23.5240389)
2934921749,-23.5242749,-46.6252716,traffic_signals,3,732.0,,POINT (-46.6252716 -23.5242749)
2934921750,-23.5144089,-46.6249603,traffic_signals,3,727.0,,POINT (-46.6249603 -23.5144089)
2957214876,-23.5577238,-46.6002622,,3,763.0,,POINT (-46.6002622 -23.5577238)
2957214878,-23.5577088,-46.6001059,,4,765.0,,POINT (-46.6001059 -23.5577088)
2957214883,-23.5575377,-46.600239,,3,761.0,,POINT (-46.600239 -23.5575377)
2957214889,-23.5592633,-46.6002648,,3,776.0,,POINT (-46.6002648 -23.5592633)
2957214891,-23.5592516,-46.6004295,,3,773.0,,POINT (-46.6004295 -23.5592516)
2960134117,-23.5341264,-46.6443894,,3,752.0,,POINT (-46.6443894 -23.5341264)
2960134123,-23.5344665,-46.6450204,,3,746.0,,POINT (-46.6450204 -23.5344665)
2960137467,-23.5342387,-46.6442901,,3,751.0,,POINT (-46.6442901 -23.5342387)
2960137470,-23.5346338,-46.6449037,,3,745.0,,POINT (-46.6449037 -23.5346338)
2960139525,-23.5341576,-46.6443483,,3,752.0,,POINT (-46.6443483 -23.5341576)
2960139528,-23.5345511,-46.6449621,,3,746.0,,POINT (-46.6449621 -23.5345511)
2960142659,-23.5343637,-46.6442004,,3,749.0,,POINT (-46.6442004 -23.5343637)
2960142662,-23.5347636,-46.6448117,,3,744.0,,POINT (-46.6448117 -23.5347636)
2960142663,-23.534454,-46.6441356,,3,748.0,,POINT (-46.6441356 -23.534454)
2960142666,-23.5348366,-46.6447568,,3,744.0,,POINT (-46.6447568 -23.5348366)
2960150247,-23.5345579,-46.644061,,3,746.0,,POINT (-46.644061 -23.5345579)
2960150250,-23.5349259,-46.6446949,,3,743.0,,POINT (-46.6446949 -23.5349259)
3005101178,-23.5659357,-46.6007643,,3,754.0,,POINT (-46.6007643 -23.5659357)
3005101186,-23.5664665,-46.6023734,traffic_signals,3,744.0,,POINT (-46.6023734 -23.5664665)
3035352754,-23.5634524,-46.6208604,,3,742.0,,POINT (-46.6208604 -23.5634524)
3035352760,-23.559677,-46.6231249,,3,727.0,,POINT (-46.6231249 -23.559677)
3052434207,-23.5692397,-46.6612303,,3,766.0,,POINT (-46.6612303 -23.5692397)
3052434208,-23.5683042,-46.6622961,,3,765.0,,POINT (-46.6622961 -23.5683042)
3059302071,-23.5500439,-46.663671,,3,772.0,,POINT (-46.663671 -23.5500439)
3064409129,-23.5542724,-46.6298827,,3,728.0,,POINT (-46.6298827 -23.5542724)
3064409130,-23.5544873,-46.6291623,traffic_signals,4,731.0,,POINT (-46.6291623 -23.5544873)
3071175336,-23.5372769,-46.6494992,,3,746.0,,POINT (-46.6494992 -23.5372769)
3091792071,-23.5733958,-46.6483734,,4,804.0,,POINT (-46.6483734 -23.5733958)
3158767971,-23.5599797,-46.6252604,,1,731.0,,POINT (-46.6252604 -23.5599797)
3174980838,-23.5286223,-46.6313001,,4,740.0,,POINT (-46.6313001 -23.5286223)
3266333520,-23.5502385,-46.6389966,traffic_signals,4,738.0,,POINT (-46.6389966 -23.5502385)
3278570084,-23.5525201,-46.6377596,traffic_signals,4,757.0,,POINT (-46.6377596 -23.5525201)
3278570087,-23.5517232,-46.637924,,3,753.0,,POINT (-46.637924 -23.5517232)
3278570088,-23.5513397,-46.6374988,,3,751.0,,POINT (-46.6374988 -23.5513397)
3278570091,-23.5504193,-46.6381536,,3,756.0,,POINT (-46.6381536 -23.5504193)
3291642521,-23.5531992,-46.6637535,,3,810.0,,POINT (-46.6637535 -23.5531992)
3312393273,-23.5506159,-46.6367399,traffic_signals,4,788.0,,POINT (-46.6367399 -23.5506159)
3345691430,-23.5415423,-46.6344795,,3,733.0,,POINT (-46.6344795 -23.5415423)
3345691431,-23.5412617,-46.634252,,3,730.0,,POINT (-46.634252 -23.5412617)
3375721595,-23.5387786,-46.6313736,,3,738.0,,POINT (-46.6313736 -23.5387786)
3375721596,-23.5389421,-46.6306998,,3,734.0,,POINT (-46.6306998 -23.5389421)
3375721598,-23.5392072,-46.6307092,,3,738.0,,POINT (-46.6307092 -23.5392072)
3375721632,-23.5546005,-46.6296845,,1,727.0,,POINT (-46.6296845 -23.5546005)
3375721633,-23.5547716,-46.6297092,,3,728.0,,POINT (-46.6297092 -23.5547716)
3375721636,-23.5549595,-46.6297363,,1,733.0,,POINT (-46.6297363 -23.5549595)
3375721654,-23.566434,-46.643002,,3,820.0,,POINT (-46.643002 -23.566434)
3375721655,-23.5669344,-46.6421774,traffic_signals,3,807.0,,POINT (-46.6421774 -23.5669344)
3375721657,-23.5670667,-46.6161453,,3,745.0,,POINT (-46.6161453 -23.5670667)
3375721677,-23.5721052,-46.6351584,,1,782.0,,POINT (-46.6351584 -23.5721052)
3375721678,-23.5722539,-46.6350387,,1,775.0,,POINT (-46.6350387 -23.5722539)
3377036548,-23.5867622,-46.6147953,,3,754.0,,POINT (-46.6147953 -23.5867622)
3377036551,-23.5874568,-46.6154269,,3,753.0,,POINT (-46.6154269 -23.5874568)
3406376394,-23.5399808,-46.629314,,3,731.0,,POINT (-46.629314 -23.5399808)
3406415499,-23.5213632,-46.668263,traffic_signals,3,723.0,,POINT (-46.668263 -23.5213632)
3406415501,-23.5216705,-46.6676323,,3,725.0,,POINT (-46.6676323 -23.5216705)
3406415502,-23.5216924,-46.6678643,traffic_signals,3,724.0,,POINT (-46.6678643 -23.5216924)
3406415503,-23.5208616,-46.668014,traffic_signals,3,721.0,,POINT (-46.668014 -23.5208616)
3410825085,-23.565559,-46.5980512,,3,770.0,,POINT (-46.5980512 -23.565559)
3410826055,-23.5765878,-46.6367582,turning_circle,1,776.0,,POINT (-46.6367582 -23.5765878)
3410826062,-23.5781553,-46.6145956,,1,760.0,,POINT (-46.6145956 -23.5781553)
3410826078,-23.5790253,-46.6154254,,1,745.0,,POINT (-46.6154254 -23.5790253)
3414841914,-23.5218195,-46.6252156,,3,748.0,,POINT (-46.6252156 -23.5218195)
3414841936,-23.5221299,-46.6254553,,3,736.0,,POINT (-46.6254553 -23.5221299)
3424337798,-23.5106519,-46.6282724,,1,723.0,,POINT (-46.6282724 -23.5106519)
3428900078,-23.5349758,-46.6155106,,4,744.0,,POINT (-46.6155106 -23.5349758)
3430620679,-23.5304454,-46.6277688,,3,729.0,,POINT (-46.6277688 -23.5304454)
3430620680,-23.5302781,-46.6274127,,3,727.0,,POINT (-46.6274127 -23.5302781)
3430620893,-23.5269722,-46.6289801,,3,728.0,,POINT (-46.6289801 -23.5269722)
3457861208,-23.5346819,-46.6172513,,3,738.0,,POINT (-46.6172513 -23.5346819)
3458604092,-23.5398638,-46.6641692,,3,749.0,,POINT (-46.6641692 -23.5398638)
3458611935,-23.5382983,-46.6651107,,3,755.0,,POINT (-46.6651107 -23.5382983)
3458611938,-23.5384824,-46.6648776,,3,754.0,,POINT (-46.6648776 -23.5384824)
3458611940,-23.5383908,-46.664902,,3,753.0,,POINT (-46.664902 -23.5383908)
3458611943,-23.5382125,-46.6650674,traffic_signals,3,755.0,,POINT (-46.6650674 -23.5382125)
3462901999,-23.5728886,-46.6365653,,3,782.0,,POINT (-46.6365653 -23.5728886)
3462902001,-23.573649,-46.6372752,,1,771.0,,POINT (-46.6372752 -23.573649)
3462902010,-23.5748707,-46.6349807,,3,757.0,,POINT (-46.6349807 -23.5748707)
3462902011,-23.5731092,-46.6354294,,3,770.0,,POINT (-46.6354294 -23.5731092)
3462932584,-23.5533701,-46.6825076,,3,790.0,,POINT (-46.6825076 -23.5533701)
3462932590,-23.5533353,-46.6825837,,3,791.0,,POINT (-46.6825837 -23.5533353)
3462934493,-23.5536702,-46.6825498,,3,794.0,,POINT (-46.6825498 -23.5536702)
3462934494,-23.5536648,-46.6825251,,3,794.0,,POINT (-46.6825251 -23.5536648)
3472044403,-23.520391,-46.6237242,,3,729.0,,POINT (-46.6237242 -23.520391)
3472333395,-23.5769355,-46.6230341,,3,799.0,,POINT (-46.6230341 -23.5769355)
3472333400,-23.5782628,-46.6231271,,3,798.0,,POINT (-46.6231271 -23.5782628)
3476754885,-23.5240444,-46.6172119,traffic_signals,3,731.0,,POINT (-46.6172119 -23.5240444)
3479723347,-23.527277,-46.6161268,,3,737.0,,POINT (-46.6161268 -23.527277)
3479723350,-23.5268703,-46.6157364,turning_circle,1,734.0,,POINT (-46.6157364 -23.5268703)
3495687653,-23.5402845,-46.6296702,,3,731.0,,POINT (-46.6296702 -23.5402845)
3495827063,-23.5461441,-46.6178889,,3,727.0,,POINT (-46.6178889 -23.5461441)
3495827064,-23.5472119,-46.619624,,3,732.0,,POINT (-46.619624 -23.5472119)
3510399496,-23.5311835,-46.6160475,,4,741.0,,POINT (-46.6160475 -23.5311835)
3557350023,-23.5221861,-46.6399134,,3,724.0,,POINT (-46.6399134 -23.5221861)
3557350024,-23.5231821,-46.6393703,,3,727.0,,POINT (-46.6393703 -23.5231821)
3559738193,-23.5810326,-46.6193061,,4,768.0,,POINT (-46.6193061 -23.5810326)
3559738197,-23.5815756,-46.6186959,,3,767.0,,POINT (-46.6186959 -23.5815756)
3581377461,-23.5823744,-46.6144083,,3,734.0,,POINT (-46.6144083 -23.5823744)
3581377463,-23.5820132,-46.6140474,,3,737.0,,POINT (-46.6140474 -23.5820132)
3609406629,-23.5462957,-46.6258591,,3,726.0,,POINT (-46.6258591 -23.5462957)
3609406630,-23.5474969,-46.6254603,,3,727.0,,POINT (-46.6254603 -23.5474969)
3609406632,-23.5461439,-46.6255269,,3,728.0,,POINT (-46.6255269 -23.5461439)
3609406634,-23.5436003,-46.6256228,,3,731.0,,POINT (-46.6256228 -23.5436003)
3609406635,-23.544246,-46.6254004,,1,733.0,,POINT (-46.6254004 -23.544246)
3666585047,-23.5544368,-46.6112433,,3,741.0,,POINT (-46.6112433 -23.5544368)
3670918277,-23.5565473,-46.598648,,3,761.0,,POINT (-46.598648 -23.5565473)
3697861201,-23.5216893,-46.6387995,,3,724.0,,POINT (-46.6387995 -23.5216893)
3697861202,-23.5216278,-46.6387067,,4,725.0,,POINT (-46.6387067 -23.5216278)
3697896263,-23.5242212,-46.6414916,,4,726.0,,POINT (-46.6414916 -23.5242212)
3701154929,-23.5434874,-46.6195265,,3,739.0,,POINT (-46.6195265 -23.5434874)
3712576654,-23.5647418,-46.6115473,traffic_signals,4,729.0,,POINT (-46.6115473 -23.5647418)
3712576655,-23.5647057,-46.6114307,,3,730.0,,POINT (-46.6114307 -23.5647057)
3712576659,-23.5637437,-46.6117139,traffic_signals,4,733.0,,POINT (-46.6117139 -23.5637437)
3713147144,-23.5490354,-46.633657,traffic_signals,3,754.0,,POINT (-46.633657 -23.5490354)
3713147155,-23.5494387,-46.6331864,traffic_signals,3,768.0,,POINT (-46.6331864 -23.5494387)
3713156706,-23.5513823,-46.6335006,,3,763.0,,POINT (-46.6335006 -23.5513823)
3713156708,-23.550075,-46.6328769,,1,757.0,,POINT (-46.6328769 -23.550075)
3731405195,-23.5644065,-46.6569042,,3,798.0,,POINT (-46.6569042 -23.5644065)
3738626452,-23.5443606,-46.6341503,traffic_signals,3,757.0,,POINT (-46.6341503 -23.5443606)
3757650387,-23.5500724,-46.6341114,traffic_signals,3,769.0,,POINT (-46.6341114 -23.5500724)
3768784898,-23.5776416,-46.6453066,,3,796.0,,POINT (-46.6453066 -23.5776416)
3775883712,-23.5581229,-46.6038181,,3,744.0,,POINT (-46.6038181 -23.5581229)
3782986212,-23.5606728,-46.6469577,,3,810.0,,POINT (-46.6469577 -23.5606728)
3782986213,-23.5608452,-46.6469438,,3,810.0,,POINT (-46.6469438 -23.5608452)
3783002846,-23.556457,-46.6474034,,4,776.0,,POINT (-46.6474034 -23.556457)
3783002847,-23.5564679,-46.6466145,,3,786.0,,POINT (-46.6466145 -23.5564679)
3791488180,-23.5135989,-46.6630724,,3,724.0,,POINT (-46.6630724 -23.5135989)
3791589121,-23.5116821,-46.661088,,3,736.0,,POINT (-46.661088 -23.5116821)
3791589122,-23.5120412,-46.6611524,,1,736.0,,POINT (-46.6611524 -23.5120412)
3814534891,-23.5265169,-46.6662084,,3,725.0,,POINT (-46.6662084 -23.5265169)
3814534897,-23.5261667,-46.6686391,,3,742.0,,POINT (-46.6686391 -23.5261667)
3824584730,-23.5312972,-46.6257365,,3,722.0,,POINT (-46.6257365 -23.5312972)
3824584734,-23.5313535,-46.6259358,,3,725.0,,POINT (-46.6259358 -23.5313535)
3824975757,-23.5597965,-46.629705,traffic_signals,5,736.0,A-262,POINT (-46.629705 -23.5597965)
3833363861,-23.5434154,-46.6622005,,3,793.0,,POINT (-46.6622005 -23.5434154)
3833363862,-23.5444997,-46.6627479,,3,780.0,,POINT (-46.6627479 -23.5444997)
3839380468,-23.5446204,-46.6610392,,4,787.0,,POINT (-46.6610392 -23.5446204)
3841302046,-23.5524102,-46.6610345,traffic_signals,3,814.0,,POINT (-46.6610345 -23.5524102)
3841809423,-23.5489237,-46.6593063,traffic_signals,4,811.0,,POINT (-46.6593063 -23.5489237)
3910708160,-23.5432456,-46.6749715,,3,787.0,,POINT (-46.6749715 -23.5432456)
3910708167,-23.5467748,-46.6753435,,3,806.0,,POINT (-46.6753435 -23.5467748)
3916040259,-23.522586,-46.6245844,,2,732.0,,POINT (-46.6245844 -23.522586)
3916046762,-23.5200356,-46.6255488,,3,727.0,,POINT (-46.6255488 -23.5200356)
3932235019,-23.5350857,-46.6391851,,3,750.0,,POINT (-46.6391851 -23.5350857)
3951047013,-23.5262159,-46.6174793,turning_circle,1,734.0,,POINT (-46.6174793 -23.5262159)
3956576350,-23.5555941,-46.6824674,,3,779.0,,POINT (-46.6824674 -23.5555941)
3956576354,-23.5560934,-46.6835455,traffic_signals,4,783.0,,POINT (-46.6835455 -23.5560934)
3956576358,-23.557962,-46.6822212,traffic_signals,4,777.0,,POINT (-46.6822212 -23.557962)
3956576359,-23.5578796,-46.6820796,traffic_signals,4,775.0,,POINT (-46.6820796 -23.5578796)
3956576360,-23.5572429,-46.6825118,,3,794.0,,POINT (-46.6825118 -23.5572429)
4011418236,-23.5356031,-46.6509319,traffic_signals,4,740.0,,POINT (-46.6509319 -23.5356031)
4011418239,-23.5349368,-46.6498533,,4,736.0,,POINT (-46.6498533 -23.5349368)
4011418244,-23.5449416,-46.6435661,traffic_signals,4,763.0,,POINT (-46.6435661 -23.5449416)
4011418245,-23.5455101,-46.6442384,traffic_signals,4,778.0,,POINT (-46.6442384 -23.5455101)
4034133824,-23.5503295,-46.638361,,3,752.0,,POINT (-46.638361 -23.5503295)
4063613482,-23.5239251,-46.6312619,,3,730.0,,POINT (-46.6312619 -23.5239251)
4063613483,-23.5240625,-46.6310476,traffic_signals,4,729.0,,POINT (-46.6310476 -23.5240625)
4063613484,-23.5243799,-46.6305615,traffic_signals,4,724.0,,POINT (-46.6305615 -23.5243799)
4063613485,-23.5246756,-46.6309591,traffic_signals,4,725.0,,POINT (-46.6309591 -23.5246756)
4063613486,-23.5248727,-46.6306486,,4,723.0,,POINT (-46.6306486 -23.5248727)
4063613487,-23.5247919,-46.6307781,traffic_signals,4,724.0,,POINT (-46.6307781 -23.5247919)
4063613488,-23.5245649,-46.6311281,traffic_signals,4,729.0,,POINT (-46.6311281 -23.5245649)
4076304514,-23.5394302,-46.6605402,,3,785.0,,POINT (-46.6605402 -23.5394302)
4076916681,-23.5640443,-46.6333399,,3,755.0,,POINT (-46.6333399 -23.5640443)
4077524722,-23.5701931,-46.6429179,,3,817.0,,POINT (-46.6429179 -23.5701931)
4085233857,-23.5211499,-46.6292722,,3,731.0,,POINT (-46.6292722 -23.5211499)
4085233858,-23.521372,-46.6276939,turning_circle,1,728.0,,POINT (-46.6276939 -23.521372)
4085233860,-23.5215593,-46.6289187,turning_circle,1,742.0,,POINT (-46.6289187 -23.5215593)
4085233861,-23.5219954,-46.6395175,,3,724.0,,POINT (-46.6395175 -23.5219954)
4085233864,-23.5220974,-46.6385789,,1,727.0,,POINT (-46.6385789 -23.5220974)
4085233865,-23.52241,-46.6388686,,1,726.0,,POINT (-46.6388686 -23.52241)
4085233867,-23.5226917,-46.6387191,,1,726.0,,POINT (-46.6387191 -23.5226917)
4085233868,-23.5227108,-46.6391417,,1,729.0,,POINT (-46.6391417 -23.5227108)
4085233869,-23.5228315,-46.6386457,,3,725.0,,POINT (-46.6386457 -23.5228315)
4085233888,-23.5645815,-46.6080071,,3,733.0,,POINT (-46.6080071 -23.5645815)
4085236404,-23.5674843,-46.6173804,,3,744.0,,POINT (-46.6173804 -23.5674843)
4085236405,-23.5674773,-46.617221,,3,742.0,,POINT (-46.617221 -23.5674773)
4097830881,-23.5557804,-46.6823235,traffic_signals,4,784.0,,POINT (-46.6823235 -23.5557804)
4097968332,-23.5442895,-46.664948,traffic_signals,3,752.0,,POINT (-46.664948 -23.5442895)
4098016352,-23.5310257,-46.6679552,,3,752.0,,POINT (-46.6679552 -23.5310257)
4124282296,-23.5573122,-46.6612575,,3,851.0,,POINT (-46.6612575 -23.5573122)
4124282297,-23.5567431,-46.6619218,,3,836.0,,POINT (-46.6619218 -23.5567431)
4161670391,-23.528671,-46.6314274,,4,738.0,,POINT (-46.6314274 -23.528671)
4163450837,-23.5305738,-46.6430006,traffic_signals,4,742.0,,POINT (-46.6430006 -23.5305738)
4163450840,-23.5411514,-46.6356742,traffic_signals,5,741.0,,POINT (-46.6356742 -23.5411514)
4169837466,-23.5231738,-46.6285759,,3,727.0,,POINT (-46.6285759 -23.5231738)
4171918278,-23.5642118,-46.6114433,,3,737.0,,POINT (-46.6114433 -23.5642118)
4171918281,-23.56456,-46.6116837,traffic_signals,4,733.0,,POINT (-46.6116837 -23.56456)
4171940000,-23.5515091,-46.624675,,3,726.0,,POINT (-46.624675 -23.5515091)
4171940001,-23.5506912,-46.6250872,,3,731.0,,POINT (-46.6250872 -23.5506912)
4171940002,-23.5507845,-46.6250705,,3,730.0,,POINT (-46.6250705 -23.5507845)
4176896591,-23.5257028,-46.6185726,,3,726.0,,POINT (-46.6185726 -23.5257028)
4181736145,-23.5444671,-46.6767142,,3,777.0,,POINT (-46.6767142 -23.5444671)
4187822626,-23.5228049,-46.6197002,,3,732.0,,POINT (-46.6197002 -23.5228049)
4192712676,-23.5529587,-46.6739309,,3,820.0,,POINT (-46.6739309 -23.5529587)
4200952246,-23.5483817,-46.6629544,,3,794.0,,POINT (-46.6629544 -23.5483817)
4200952250,-23.5483901,-46.6625329,,3,794.0,,POINT (-46.6625329 -23.5483901)
4200952544,-23.5483154,-46.6631324,,3,794.0,,POINT (-46.6631324 -23.5483154)
4200952605,-23.5484765,-46.6631281,,3,793.0,,POINT (-46.6631281 -23.5484765)
4200952619,-23.5484789,-46.6623376,,3,796.0,,POINT (-46.6623376 -23.5484789)
4201147892,-23.5531586,-46.663958,,3,809.0,,POINT (-46.663958 -23.5531586)
4201147897,-23.5532336,-46.6637588,,3,810.0,,POINT (-46.6637588 -23.5532336)
4201147900,-23.5533412,-46.6638809,,3,809.0,,POINT (-46.6638809 -23.5533412)
4208116775,-23.5434296,-46.6629104,,1,787.0,,POINT (-46.6629104 -23.5434296)
4208117851,-23.5443919,-46.6609242,,3,785.0,,POINT (-46.6609242 -23.5443919)
4208118126,-23.5446001,-46.660768,,3,786.0,,POINT (-46.660768 -23.5446001)
4210146727,-23.5469395,-46.6466768,,3,766.0,,POINT (-46.6466768 -23.5469395)
4212491021,-23.5337945,-46.6521918,,3,747.0,,POINT (-46.6521918 -23.5337945)
4212491350,-23.5340039,-46.6517154,,3,747.0,,POINT (-46.6517154 -23.5340039)
4212928894,-23.5364317,-46.660914,,3,765.0,,POINT (-46.660914 -23.5364317)
4212929518,-23.5368282,-46.6597211,,3,766.0,,POINT (-46.6597211 -23.5368282)
4213274387,-23.52083,-46.6572765,,3,731.0,,POINT (-46.6572765 -23.52083)
4213970522,-23.5292026,-46.6541916,,4,726.0,,POINT (-46.6541916 -23.5292026)
4221682834,-23.538438,-46.6487821,,3,743.0,,POINT (-46.6487821 -23.538438)
4221682838,-23.538964,-46.6492967,,3,751.0,,POINT (-46.6492967 -23.538964)
4228472160,-23.5365985,-46.6335377,,3,744.0,,POINT (-46.6335377 -23.5365985)
4228472161,-23.5370486,-46.6335753,,3,743.0,,POINT (-46.6335753 -23.5370486)
4229160598,-23.5548902,-46.6489911,traffic_signals,3,755.0,,POINT (-46.6489911 -23.5548902)
4229197511,-23.5712507,-46.6412053,,3,813.0,,POINT (-46.6412053 -23.5712507)
4229197514,-23.5712898,-46.6419955,,3,826.0,,POINT (-46.6419955 -23.5712898)
4229197731,-23.5718007,-46.6419596,,3,820.0,,POINT (-46.6419596 -23.5718007)
4229198006,-23.5718127,-46.641273,,3,812.0,,POINT (-46.641273 -23.5718127)
4230265779,-23.5254465,-46.6289448,traffic_signals,4,723.0,,POINT (-46.6289448 -23.5254465)
4230265782,-23.5258544,-46.629434,traffic_signals,4,721.0,,POINT (-46.629434 -23.5258544)
4230265784,-23.5265817,-46.6302256,,3,725.0,,POINT (-46.6302256 -23.5265817)
4230265785,-23.5280554,-46.6309981,,3,727.0,,POINT (-46.6309981 -23.5280554)
4230265786,-23.5285906,-46.6312169,,3,739.0,,POINT (-46.6312169 -23.5285906)
4230266409,-23.5213311,-46.6300954,,3,732.0,,POINT (-46.6300954 -23.5213311)
4230266410,-23.5218519,-46.6301508,,3,739.0,,POINT (-46.6301508 -23.5218519)
4230266411,-23.5219996,-46.6293826,,4,733.0,,POINT (-46.6293826 -23.5219996)
4230266412,-23.5220881,-46.6289759,,3,736.0,,POINT (-46.6289759 -23.5220881)
4230266413,-23.5223017,-46.6279018,,3,723.0,,POINT (-46.6279018 -23.5223017)
4230266415,-23.5228497,-46.6271835,,3,724.0,,POINT (-46.6271835 -23.5228497)
4230266416,-23.5234142,-46.6273053,,4,726.0,,POINT (-46.6273053 -23.5234142)
4230266418,-23.5237827,-46.625502,,3,734.0,,POINT (-46.625502 -23.5237827)
4230266419,-23.5232439,-46.6281792,,3,729.0,,POINT (-46.6281792 -23.5232439)
4230919037,-23.5516467,-46.6757559,,3,807.0,,POINT (-46.6757559 -23.5516467)
4231075077,-23.5594807,-46.6425469,,3,782.0,,POINT (-46.6425469 -23.5594807)
4231980476,-23.5482279,-46.662081,,4,803.0,,POINT (-46.662081 -23.5482279)
4231981402,-23.5494975,-46.6620878,,3,793.0,,POINT (-46.6620878 -23.5494975)
4231981406,-23.5495725,-46.6621669,,3,793.0,,POINT (-46.6621669 -23.5495725)
4236040474,-23.5460024,-46.6628468,,3,775.0,,POINT (-46.6628468 -23.5460024)
4236712716,-23.5558612,-46.6625362,,3,831.0,,POINT (-46.6625362 -23.5558612)
4236712736,-23.5565674,-46.6617318,,3,835.0,,POINT (-46.6617318 -23.5565674)
4236719425,-23.5631339,-46.6635556,,3,782.0,,POINT (-46.6635556 -23.5631339)
4236724358,-23.5649941,-46.6623232,,1,774.0,,POINT (-46.6623232 -23.5649941)
4236724360,-23.5653084,-46.6634503,,3,761.0,,POINT (-46.6634503 -23.5653084)
4236744037,-23.5525485,-46.6624262,,3,820.0,,POINT (-46.6624262 -23.5525485)
4236744059,-23.5527373,-46.6624258,,3,822.0,,POINT (-46.6624258 -23.5527373)
4239743337,-23.5391224,-46.6307062,,3,738.0,,POINT (-46.6307062 -23.5391224)
4239879420,-23.5435197,-46.6308024,,3,729.0,,POINT (-46.6308024 -23.5435197)
4239879689,-23.5433795,-46.6308522,,3,729.0,,POINT (-46.6308522 -23.5433795)
4239881193,-23.5442821,-46.6326182,traffic_signals,4,748.0,,POINT (-46.6326182 -23.5442821)
4239881404,-23.5450373,-46.632269,,3,735.0,,POINT (-46.632269 -23.5450373)
4240268306,-23.5499855,-46.6295126,traffic_signals,3,736.0,,POINT (-46.6295126 -23.5499855)
4240270294,-23.5520083,-46.6276008,,3,738.0,,POINT (-46.6276008 -23.5520083)
4240270316,-23.5519543,-46.6300638,,3,756.0,,POINT (-46.6300638 -23.5519543)
4242944039,-23.5342814,-46.625023,traffic_signals,4,720.0,,POINT (-46.625023 -23.5342814)
4243011547,-23.5181284,-46.634624,,3,726.0,,POINT (-46.634624 -23.5181284)
4244692764,-23.5247618,-46.6157022,,3,723.0,,POINT (-46.6157022 -23.5247618)
4247542961,-23.5280397,-46.6183158,,3,733.0,,POINT (-46.6183158 -23.5280397)
4247542964,-23.5313048,-46.6161495,crossing,3,739.0,,POINT (-46.6161495 -23.5313048)
4247740324,-23.5475799,-46.6368896,traffic_signals,3,758.0,,POINT (-46.6368896 -23.5475799)
4247741412,-23.5489008,-46.6375531,traffic_signals,3,765.0,,POINT (-46.6375531 -23.5489008)
4247741913,-23.5498758,-46.6350842,,3,788.0,,POINT (-46.6350842 -23.5498758)
4248771134,-23.5339774,-46.6178819,,3,740.0,,POINT (-46.6178819 -23.5339774)
4249855098,-23.5470901,-46.6312806,,3,735.0,,POINT (-46.6312806 -23.5470901)
4249862475,-23.5445634,-46.633071,,3,757.0,,POINT (-46.633071 -23.5445634)
4251727358,-23.5502404,-46.638739,,3,742.0,,POINT (-46.638739 -23.5502404)
4251734560,-23.5496576,-46.640321,,3,748.0,,POINT (-46.640321 -23.5496576)
4251881389,-23.5467033,-46.6382262,,2,744.0,,POINT (-46.6382262 -23.5467033)
4251881423,-23.5479637,-46.6386587,,3,739.0,,POINT (-46.6386587 -23.5479637)
4252369963,-23.556239,-46.6500326,,3,758.0,,POINT (-46.6500326 -23.556239)
4252369973,-23.556566,-46.6491986,,1,768.0,,POINT (-46.6491986 -23.556566)
4252790480,-23.5737059,-46.6543021,crossing,1,764.0,,POINT (-46.6543021 -23.5737059)
4252790481,-23.5742,-46.6538927,,4,764.0,,POINT (-46.6538927 -23.5742)
4253166273,-23.5310725,-46.6651612,,3,746.0,,POINT (-46.6651612 -23.5310725)
4255588261,-23.533532,-46.6432765,,3,752.0,,POINT (-46.6432765 -23.533532)
4255588280,-23.535315,-46.6406482,traffic_signals,3,748.0,,POINT (-46.6406482 -23.535315)
4255588281,-23.5358976,-46.6415029,traffic_signals,3,751.0,,POINT (-46.6415029 -23.5358976)
4255600229,-23.5294627,-46.6474973,traffic_signals,4,750.0,,POINT (-46.6474973 -23.5294627)
4255600231,-23.5295467,-46.647633,traffic_signals,4,753.0,,POINT (-46.647633 -23.5295467)
4257078368,-23.5303505,-46.6488662,,3,738.0,,POINT (-46.6488662 -23.5303505)
4257088863,-23.5284642,-46.6554009,,3,728.0,,POINT (-46.6554009 -23.5284642)
4257088865,-23.5286226,-46.6552148,,3,726.0,,POINT (-46.6552148 -23.5286226)
4257978373,-23.5556361,-46.6719655,crossing,1,815.0,,POINT (-46.6719655 -23.5556361)
4257981514,-23.5591227,-46.6758522,traffic_signals,4,775.0,,POINT (-46.6758522 -23.5591227)
4257981519,-23.5597004,-46.6768197,traffic_signals,4,767.0,,POINT (-46.6768197 -23.5597004)
