id,length,dir,municipio,distrito,bairro,nomesigla,tipo,nometit,nomeprep,name,start_left,end_left,start_righ,end_right,parity,left_zip,right_zip,cep_e,cep_d,extensao_m,nome_caps,onibus_msp,dist_cen_m,dist_cen_d,cdlog_cem,flood,Node,ms,mean_comm,vuln,betw,all_degree,in_degree,out_degree,e_mean,vuln_efi
211822,44.32,0,SAO PAULO,REPUBLICA,CENTRO,,R,,DO,SEMINARIO,105,153,106,154,0,1034,1034,1034040.0,1034040.0,44,R DO SEMINARIO,0,968.76,574.03,REP00282,0,17,6.120481927710843,51.23010466567452,0.0043977570169319,291.3357142857143,5,2,3,0.0282162236370157,0.0036844474668032
211823,68.78,0,SAO PAULO,REPUBLICA,CENTRO,,AC,,,SEM NOME,0,0,0,0,0,0,0,,,68,AC SEM NOME,1,757.68,612.5,REP00309,0,18,6.56140350877193,71.84100200229202,0.0040958954213675,173.68333333333334,6,1,5,0.0306238723554536,0.0040257709285872
211824,52.68,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,PRESTES MAIA,1,115,0,0,0,0,0,,,52,AV PRESTES MAIA,1,795.67,612.5,REP00310,0,19,7.266272189349112,22.850979577690687,0.0015897882819932,77.0,3,2,1,0.0230982354053116,0.0037682437709029
211825,69.18,0,SAO PAULO,REPUBLICA,Santa Efig̻nia,,BT,,,SANTA EFIGENIA,0,0,0,0,0,0,0,,,69,BT SANTA EFIGENIA,1,867.57,606.82,REP00304,0,20,6.266272189349112,52.77109229402614,0.0032435202586359,69.96666666666667,4,1,3,0.0289070756892539,0.0034104685502465
211826,59.76,0,SAO PAULO,REPUBLICA,CENTRO,,PC,,,PEDRO LESSA,0,0,40,100,0,0,1032,,1032030.0,59,PC PEDRO LESSA,1,908.14,629.44,REP00327,0,21,6.1688311688311686,15.60259136737312,0.0017847782613673,21.7,4,2,2,0.0127459769786502,0.0017489854718903
211827,57.82,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,PRESTES MAIA,117,237,0,0,0,1031,0,1031001.0,,57,AV PRESTES MAIA,1,838.22,636.1,REP00332,0,22,6.309523809523809,57.64146416066973,0.0033037062085977,240.00000000000003,4,1,3,0.0283511272372658,0.0068316788583399
211828,324.63,0,SAO PAULO,SE,CENTRO,,VD,,,SANTA EFIGENIA,1,335,2,334,0,1033,1033,1033050.0,1033050.0,324,VD SANTA EFIGENIA,0,737.53,737.53,SEE00374,0,23,5.490909090909091,87.53493088882581,0.0138995369220048,1276.4,11,4,7,0.0341954525122842,0.0175820120038074
211829,31.11,0,SAO PAULO,REPUBLICA,CENTRO,,PC,,,PEDRO LESSA,0,0,2,38,0,0,1032,,1032030.0,31,PC PEDRO LESSA,0,881.86,656.67,REP00336,0,24,6.1571428571428575,13.3725303733007,0.0014055181298476,42.2,4,3,1,0.0113191081012863,0.0020718171094322
211830,53.35,0,SAO PAULO,REPUBLICA,CENTRO,,AV,,,PRESTES MAIA,239,297,0,0,0,1031,0,1031001.0,,53,AV PRESTES MAIA,1,881.86,672.61,REP00353,0,25,5.246376811594203,29.16471138033646,0.0025677962328975,152.03333333333333,4,2,2,0.0138892460674638,0.0034935148232367
211831,11.79,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,,SANTA EFIGENIA,41,55,0,0,0,1207,1207,1207010.0,1207010.0,11,LG SANTA EFIGENIA,1,1011.13,558.38,REP00264,0,26,7.639175257731959,27.963080375212,0.001403595656045,36.86904761904762,5,1,4,0.0154706107057592,0.0021195019443295
211832,21.23,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,,SANTA EFIGENIA,0,0,2,38,0,1207,1207,1207010.0,1207010.0,21,LG SANTA EFIGENIA,0,1011.13,561.24,REP00268,0,27,8.224719101123595,9.386831543567506,0.0017394150842292,42.95238095238096,6,4,2,0.0114939538825677,0.0018992216958353
211833,15.37,0,SAO PAULO,REPUBLICA,CENTRO,,LG,,,SANTA EFIGENIA,0,0,40,60,0,1207,1207,1207010.0,1207010.0,15,LG SANTA EFIGENIA,0,1013.05,582.44,REP00289,0,28,7.402298850574713,15.213728829158995,0.0020673050774285,667.2380952380953,4,3,1,0.0121080835189746,0.0091670870516777
